id	taxonID	scientificName	order	family	vernacularName	taxonRemarks	bibliographicCitation
57eed9d3-9ab6-47cc-83a2-234ad462df54	57eed9d3-9ab6-47cc-83a2-234ad462df54	Anser anser	Anseriformes	Anatidae	Graylag Goose, 灰雁	Anser anser	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
2e008f26-d355-4327-8381-cc3b1b062d5f	2e008f26-d355-4327-8381-cc3b1b062d5f	Anser cygnoides	Anseriformes	Anatidae	Swan Goose, 鴻雁	Anser cygnoides	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
36d36d29-c4b2-4691-9769-c15a64bb2c40	36d36d29-c4b2-4691-9769-c15a64bb2c40	Anser albifrons	Anseriformes	Anatidae	Greater White-fronted Goose, 白額雁	Anser albifrons	Zhang, J. X. & Lu, J. J. Feeding ecology of two wintering geese species at Poyang Lake, China. J. Freshw. Ecol. 14, 439-445 (1999). | Zhao, M., Cao, L., Klaassen, M., Zhang, Y. & Fox, A. Avoiding competition? Site use, diet and foraging behaviours in two similarly sized geese wintering in China. Ardea 103, 27-38 (2015). | Fan, Y., Zhou, L., Cheng, L., Song, Y. & Xu, W. Foraging behavior of the Greater White-fronted Goose (Anser albifrons) wintering at Shengjin Lake: diet shifts and habitat use. Avian Res. 11, 1-9 (2020).
5a414f51-7070-463f-8d7c-12bc2bab9819	5a414f51-7070-463f-8d7c-12bc2bab9819	Anser erythropus	Anseriformes	Anatidae	Lesser White-fronted Goose, 小白額雁	Anser erythropus	Karmiris, I., Kazantzidis, S., Platis, P. & Papachristou, T. G. Diet selection by wintering Lesser White-fronted Goose Anser erythropus and the role of food availability. Bird Conserv. Int. 27, 355-370 (2017).
6b8ef4c9-7b19-4a68-b3d7-e7cec8617ace	6b8ef4c9-7b19-4a68-b3d7-e7cec8617ace	Anser fabalis	Anseriformes	Anatidae	Taiga Bean-Goose, 寒林豆雁	Anser fabalis	Zhao, M., Cao, L., Klaassen, M., Zhang, Y. & Fox, A. Avoiding competition? Site use, diet and foraging behaviours in two similarly sized geese wintering in China. Ardea 103, 27-38 (2015).
24012731-eab5-42d7-9302-9c3bd6b4dce4	24012731-eab5-42d7-9302-9c3bd6b4dce4	Anser serrirostris	Anseriformes	Anatidae	Tundra Bean-Goose, 凍原豆雁	Anser serrirostris	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
70d3c5bb-2e0e-417e-a931-6f1f9df740e5	70d3c5bb-2e0e-417e-a931-6f1f9df740e5	Cygnus columbianus	Anseriformes	Anatidae	Tundra Swan, 小天鵝	Cygnus columbianus	Rees, E. C. & Bowler, J. M. Feeding activities of Bewick's Swans Cygnus columbianus bewickii at a migratory site in the Estonian SSR. Wildfowl Supplement 1, 249-255 (1991). | Liu, L. et al. Spring diet and energy intake of Tundra Swan (Cygnus columbianus) at the Yellow River National Wetland in Baotou, China. PeerJ. 10, e13113 (2022). https://doi.org/10.7717/peerj.13113
04749650-2eaa-437d-a1e7-1241f3026bae	04749650-2eaa-437d-a1e7-1241f3026bae	Tadorna ferruginea	Anseriformes	Anatidae	Ruddy Shelduck, 瀆鳧	Tadorna ferruginea	Nouidjem, Y., Zoubiri, A., Merouania, S. & Mimeche, F. Ecology and behavioral response of Ruddy Shelduck (Tadorna ferruginea) in the wetland complex of Oued Righ Valley (Algerian Sahara). Alger. j. biosciences 2, 1-5 (2021).
84c51197-b7a3-4bbf-8f74-00be0a4457aa	84c51197-b7a3-4bbf-8f74-00be0a4457aa	Tadorna tadorna	Anseriformes	Anatidae	Common Shelduck, 花鳧	Tadorna tadorna	Bouaguel, L., Charchar, N. & Houhamdi, M. Phenology and diurnal behavior of Common Shelduck Tadorna tadorna at Sebkhet Bazer(El-Eulma, Nouth-East of Hauts Plateaux, Algeria). Acta Biol. Sib. 7, 293-306 (2021). https://doi.org/10.3897/ABS.7.E68903
ceca07d4-b1c3-4dc1-a362-807fe833c88c	ceca07d4-b1c3-4dc1-a362-807fe833c88c	Nettapus coromandelianus	Anseriformes	Anatidae	Cotton Pygmy-Goose, 棉鴨	Nettapus coromandelianus	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
ec640ebf-5fbc-4853-9ab0-25fd48a8e7f1	ec640ebf-5fbc-4853-9ab0-25fd48a8e7f1	Aix galericulata	Anseriformes	Anatidae	Mandarin Duck, 鴛鴦	Aix galericulata	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
8df3be01-4815-4787-b832-e5a84a6ff72e	8df3be01-4815-4787-b832-e5a84a6ff72e	Sibirionetta formosa	Anseriformes	Anatidae	Baikal Teal, 巴鴨	Sibirionetta formosa	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
accedd10-dcb9-404d-a574-080bc8762c52	accedd10-dcb9-404d-a574-080bc8762c52	Spatula querquedula	Anseriformes	Anatidae	Garganey, 白眉鴨	Spatula querquedula	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
d15b855c-e8ce-46b5-833a-a403ddc5717b	d15b855c-e8ce-46b5-833a-a403ddc5717b	Spatula clypeata	Anseriformes	Anatidae	Northern Shoveler, 琵嘴鴨	Spatula clypeata	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
c721f9d8-a9ec-4ca0-9945-4513fa3ad8f8	c721f9d8-a9ec-4ca0-9945-4513fa3ad8f8	Mareca strepera	Anseriformes	Anatidae	Gadwall, 赤膀鴨	Mareca strepera	Ankney, C. D. & Alisauskas, R. T. Nutrient-reserve dynamics and diet of breeding female Gadwalls. Condor 93, 799-810 (1991).
cb84f2e1-29ef-40d7-b54f-35b0a39a84e5	cb84f2e1-29ef-40d7-b54f-35b0a39a84e5	Mareca falcata	Anseriformes	Anatidae	Falcated Duck, 羅文鴨	Mareca falcata	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
63ea7ce4-0544-4988-9c07-05a0614d2949	63ea7ce4-0544-4988-9c07-05a0614d2949	Mareca penelope	Anseriformes	Anatidae	Eurasian Wigeon, 赤頸鴨	Mareca penelope	Jacobsen, O. W. Feeding behaviour of breeding wigeon Anas penelope in relation to seasonal emergence and swarming behaviour of chironomids. Ardea 79, 409-418 (1991).
ddad3e7a-f9a0-471a-b673-4b5ac22126f6	ddad3e7a-f9a0-471a-b673-4b5ac22126f6	Anas zonorhyncha	Anseriformes	Anatidae	Eastern Spot-billed Duck, 花嘴鴨	Anas zonorhyncha	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
f919b21b-52cd-486a-aa34-ab8849c9eded	f919b21b-52cd-486a-aa34-ab8849c9eded	Anas platyrhynchos	Anseriformes	Anatidae	Mallard, 綠頭鴨	Anas platyrhynchos	Dabbert, C. B. & Martin, T. E. Diet of mallards wintering in Greentree Reservoirs in southeastern Arkansas. J. Field Ornithol. 71, 423-428 (2000). | Fabião, A., Rodrigues, D. & Figueiredo, M. Mallard (Anas platyrhynchos) summer diet in central Portugal rice fields. Game Wildl. Sci. 19, 55-62 (2002).
09457228-2e56-4b24-b3d8-515aef011bf6	09457228-2e56-4b24-b3d8-515aef011bf6	Anas acuta	Anseriformes	Anatidae	Northern Pintail, 尖尾鴨	Anas acuta	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
9cd0929a-ac31-4704-9d02-3e1bc9263cb5	9cd0929a-ac31-4704-9d02-3e1bc9263cb5	Anas crecca	Anseriformes	Anatidae	Green-winged Teal, 小水鴨	Anas crecca	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
33e74b0e-7e9f-4329-b9c7-ee58e964fa53	33e74b0e-7e9f-4329-b9c7-ee58e964fa53	Aythya ferina	Anseriformes	Anatidae	Common Pochard, 紅頭潛鴨	Aythya ferina	Phillips, V. E. Pochard Aythya ferina use of chironomid-rich feeding habitat in winter. Bird Study 38, 118-122 (1991). | Marsden, S. J. & Bellamy, G. S. Microhabitat characteristics of feeding sites used by diving duck Aythya wintering on the grossly polluted Manchester Ship Canal, UK. Environ. Conserv. 27, 278-283 (2000).
d8c4a30b-8644-4764-8879-1b308fd16a87	d8c4a30b-8644-4764-8879-1b308fd16a87	Aythya nyroca	Anseriformes	Anatidae	Ferruginous Duck, 白眼潛鴨	Aythya nyroca	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
c0a3b308-0645-46c9-a3a9-4c754261419f	c0a3b308-0645-46c9-a3a9-4c754261419f	Aythya baeri	Anseriformes	Anatidae	Baer's Pochard, 青頭潛鴨	Aythya baeri	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
aac52059-fafc-48ca-b79c-caf9a66d33fd	aac52059-fafc-48ca-b79c-caf9a66d33fd	Aythya fuligula	Anseriformes	Anatidae	Tufted Duck, 鳳頭潛鴨	Aythya fuligula	Marsden, S. J. & Bellamy, G. S. Microhabitat characteristics of feeding sites used by diving duck Aythya wintering on the grossly polluted Manchester Ship Canal, UK. Environ. Conserv. 27, 278-283 (2000). | Pedroli, J. C. Activity and time budget of Tufted Ducks on Swiss lakes during winter. Wildfowl 33, 105-112 (1982).
3fb3df71-f9a7-44c6-9e21-5d66ed2f7b3a	3fb3df71-f9a7-44c6-9e21-5d66ed2f7b3a	Aythya marila	Anseriformes	Anatidae	Greater Scaup, 斑背潛鴨	Aythya marila	Badzinski, S. S. & Petrie, S. A. Diets of Lesser and Greater Scaup during autumn and spring on the lower Great Lakes. Wildl. Soc. Bull. 34, 664-674 (2006).
b0f5a366-c9ec-48fd-b4f4-a0a23af4b027	b0f5a366-c9ec-48fd-b4f4-a0a23af4b027	Mergellus albellus	Anseriformes	Anatidae	Smew, 白秋沙	Mergellus albellus	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
3c365041-8c9c-45ea-99ef-bcdfade69d8a	3c365041-8c9c-45ea-99ef-bcdfade69d8a	Mergus serrator	Anseriformes	Anatidae	Red-breasted Merganser, 紅胸秋沙	Mergus serrator	Sjöberg, K. Foraging activity patterns in the Goosander (Mergus merganser) and the Red-breasted Merganser (M. serrator) in relation to patterns of activity in their major prey species. Oecologia 67, 35-39 (1985).
8a8e8f2f-55a9-4cab-a61c-5930729e002a	8a8e8f2f-55a9-4cab-a61c-5930729e002a	Mergus squamatus	Anseriformes	Anatidae	Scaly-sided Merganser, 唐秋沙	Mergus squamatus	Zhengjie, Z. & Zhengjie, P. The foraging behaviour of the Scaly-sided Merganser Mergus squamatus in the Changbai Mountains and Xiao Xingangling Mountains of China. Forktail 14, 76-77 (1998).
8b3e3b4c-bf50-4a4a-9d3f-6fe707ee4599	8b3e3b4c-bf50-4a4a-9d3f-6fe707ee4599	Arborophila crudigularis	Galliformes	Phasianidae	Taiwan Partridge, 臺灣山鷓鴣	Arborophila crudigularis	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
3fb6d11c-009e-4a53-9fb4-d9a54d417b32	3fb6d11c-009e-4a53-9fb4-d9a54d417b32	Syrmaticus mikado	Galliformes	Phasianidae	Mikado Pheasant, 黑長尾雉	Syrmaticus mikado	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
04678c1f-dac2-46b5-b025-55953d667fec	04678c1f-dac2-46b5-b025-55953d667fec	Phasianus colchicus	Galliformes	Phasianidae	Ring-necked Pheasant, 環頸雉	Phasianus colchicus	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
603e5c63-b767-4d5e-8537-ed61f01ca9e8	603e5c63-b767-4d5e-8537-ed61f01ca9e8	Lophura swinhoii	Galliformes	Phasianidae	Swinhoe's Pheasant, 藍腹鷴	Lophura swinhoii	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
e5da94e5-96b1-4298-b56c-84780acc1499	e5da94e5-96b1-4298-b56c-84780acc1499	Pavo cristatus	Galliformes	Phasianidae	Indian Peafowl, 藍孔雀	Pavo cristatus	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
a1e6a866-3d62-42b8-b8b8-6c819865ae2f	a1e6a866-3d62-42b8-b8b8-6c819865ae2f	Bambusicola sonorivox	Galliformes	Phasianidae	Taiwan Bamboo-Partridge, 臺灣竹雞	Bambusicola sonorivox	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
089c72d2-be3a-4de6-bade-52eb7de2a2cb	089c72d2-be3a-4de6-bade-52eb7de2a2cb	Synoicus chinensis	Galliformes	Phasianidae	Blue-breasted Quail, 小鵪鶉	Synoicus chinensis	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
78817b84-0b76-4c72-ae9e-cb1257e6c9d7	78817b84-0b76-4c72-ae9e-cb1257e6c9d7	Coturnix japonica	Galliformes	Phasianidae	Japanese Quail, 鵪鶉	Coturnix japonica	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
52011861-4e97-4990-aa39-7f169eec6873	52011861-4e97-4990-aa39-7f169eec6873	Tachybaptus ruficollis	Podicipediformes	Podicipedidae	Little Grebe, 小鸊鷉	Tachybaptus ruficollis	Tseng, W. L. The influence of nesting site characteristics on breeding performance of Little Grebe (Tachybaptus ruficollis) in Aogu wetland (in Chinese). Master thesis, National Chiayi University, (2014).
9836bfd6-012f-440c-8ad4-6e05910bb066	9836bfd6-012f-440c-8ad4-6e05910bb066	Podiceps cristatus	Podicipediformes	Podicipedidae	Great Crested Grebe, 冠鸊鷉	Podiceps cristatus	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
df4d08a4-0eb5-4184-bcc6-4c3c2e52c5d6	df4d08a4-0eb5-4184-bcc6-4c3c2e52c5d6	Podiceps nigricollis	Podicipediformes	Podicipedidae	Eared Grebe, 黑頸鸊鷉	Podiceps nigricollis	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
2f7a0243-86f9-4749-af83-abeeaf9099f3	2f7a0243-86f9-4749-af83-abeeaf9099f3	Columba livia	Columbiformes	Columbidae	Rock Pigeon, 野鴿	Columba livia	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
9a4aa97e-40ba-4e33-97a2-23160fa55f53	9a4aa97e-40ba-4e33-97a2-23160fa55f53	Columba pulchricollis	Columbiformes	Columbidae	Ashy Wood-Pigeon, 灰林鴿	Columba pulchricollis	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
21bd950b-f68e-4470-962e-87abaa6b7675	21bd950b-f68e-4470-962e-87abaa6b7675	Streptopelia orientalis	Columbiformes	Columbidae	Oriental Turtle-Dove, 金背鳩	Streptopelia orientalis	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
c768d415-f42a-4bb4-87dc-32575b3ab381	c768d415-f42a-4bb4-87dc-32575b3ab381	Streptopelia decaocto	Columbiformes	Columbidae	Eurasian Collared-Dove, 灰斑鳩	Streptopelia decaocto	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
1c92be49-b15a-40cc-ac8b-7a1a580c8de3	1c92be49-b15a-40cc-ac8b-7a1a580c8de3	Streptopelia tranquebarica	Columbiformes	Columbidae	Red Collared-Dove, 紅鳩	Streptopelia tranquebarica	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
b7d8748b-e3bd-4a3e-ac82-cb3306e47859	b7d8748b-e3bd-4a3e-ac82-cb3306e47859	Spilopelia chinensis	Columbiformes	Columbidae	Spotted Dove, 珠頸斑鳩	Spilopelia chinensis	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
a1987c3a-db64-4fa0-97a5-9f4b821e408c	a1987c3a-db64-4fa0-97a5-9f4b821e408c	Macropygia tenuirostris	Columbiformes	Columbidae	Philippine Cuckoo-Dove, 長尾鳩	Macropygia tenuirostris	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
f2c5fc72-9a54-4945-af29-58e28b909311	f2c5fc72-9a54-4945-af29-58e28b909311	Chalcophaps indica	Columbiformes	Columbidae	Asian Emerald Dove, 翠翼鳩	Chalcophaps indica	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
4e8b2fee-6024-41cc-a8db-59bbd22a9fff	4e8b2fee-6024-41cc-a8db-59bbd22a9fff	Geopelia striata	Columbiformes	Columbidae	Zebra Dove, 斑馬鳩	Geopelia striata	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
337722af-32d0-4379-89b7-03e2afd51482	337722af-32d0-4379-89b7-03e2afd51482	Treron sieboldii	Columbiformes	Columbidae	White-bellied Green-Pigeon, 綠鳩	Treron sieboldii	Severinghaus, L. L. et al. The Avifauna of Taiwan (Forest Bureau, Council of Agriculture, 2012) | Hsiao, M. C. & Li, C. A Field Guide to the Birds of Taiwan (Forest Bureau, Council of Agriculture, Wild Bird Society Of Taipei, 2015) | Billerman, S. M., Keeney, B. K., Rodewald, P. G. & Schulenberg, T. S. Birds of the World https://birdsoftheworld.org/bow/home (2022)
